news title,news publisher,news writer,news content,news date,news category,news link
苏州联通徐伟斌副总经理与苏州科达科技有限公司会谈,发布人: 曹敏,撰稿人: 朱夕瑜,   为更好地服务名单制客户，强化落实SVIP战略客户高质量渗透工作攻坚，11月3日，苏州联通徐伟斌副总经理走访SVIP客户苏州科达科技有限公司，进行了会谈，高新区分公司总经理钟珂烨、政企总监周敏等陪同交流。   徐伟斌副总经理一行与董事长陈冬根及行政、销售团队负责人进行了现场交流。徐伟斌副总经理首先参观了科达展厅，就会议网呈、行政执法、智慧校园、社区综治等业务做了现场交流和体验。   参观完毕后双方来到会议室进行交流，徐总向陈董就联通在数字化转型及工业互联网领域的突出能力及应用案例进行了详细介绍，陈董对联通的创新能力表示认可，双方就大数据、人工智能、视频存储、私有云搭建进行了深度沟通与交流，并提出在工业互联网应用的算法、超微光等希望与集团产品公司合作，解决销售不充分的问题，使其在研发的产品在更广泛的行业应用上得以使用。高新区分公司钟总邀请了陈董前往联通5G信息化展厅进行参观，同时针对会上交流的内容提出了进一步推进落实的具体建议。   通过本次徐总亲自挂帅与战略企业进行会谈，充分展现了苏州联通以上率下的重要引导作用。高新区分公司将提振精气神，围绕战略名单制客户，坚定高质量发展决心，助力企业数字化转型及智能化改造，锚定目标向前冲，冲刺蓄能，完成挑战！,"周三, 11/03/2021 - 16:49",新闻类别: 会议活动（外部）,/node/3452
苏州联通宋成军总经理与江苏沙钢集团沈彬董事长进行会谈,发布人: 陈莹,撰稿人: 陈佳玲, 为积极落实省市公司SVIP战略客户高质量渗透工作，加强与本地大型企业的深度紧密合作，11月3日，苏州联通总经理宋成军、副总经理李海彬、产互办经理吴华、张家港分公司总经理邹斌才一行前往江苏沙钢集团有限公司进行拜访会谈，沙钢集团沈彬董事长进行了接待。 江苏沙钢集团有限公司，是江苏省重点企业集团、国家特大型工业企业、全国最大的民营钢铁企业。沙钢集团坚持走创新发展之路，不断优化产品结构，深化节能减排，发展循环经济，企业发展实现了稳健发展。2020年9月10日，2020中国民营企业500强榜单发布，江苏沙钢集团有限公司位列第15名。 会谈期间，沈彬董事长介绍了沙钢集团组织架构及目前集团转型等情况，对基于沙钢“五年规划、十年框架”的发展形势，提出了面临信息化建设和数字化转型方面的需求；宋总介绍了中国联通的历史及混改以后联通的变化，重点介绍了联通从消费互联网向产业互联网转型的创新能力，并对今后联通数科和沙钢高科的合作进行了展望，表示将通过顶层设计、项目合作共同打造钢铁行业内的标杆项目。 沈彬董事长对宋总带队前往交流表示感谢，提出希望通过项目合作，帮助沙钢集团提升智能化水平，降低一线生产人员数量，加快转型速度，双方达成了联通数科和沙钢高科进行钢铁行业领域信息化合作的一致看法。 本次会谈，宋总一行向沙钢集团生动展示了联通创新技术成果和优质服务能力，同时也了解了客户在智能化建设方面的意向。张家港联通也将以本次交流为契机，立足于推动5G创新实践为己任，努力提升创新服务能力，进一步推进双方合作友好发展！,"周三, 11/03/2021 - 17:03",新闻类别: 会议活动（外部）,/node/3453
苏州联通宋成军总经理一行赴常熟一能科技产业园洽谈5G智慧园区,发布人: 冯丹妍,撰稿人: 孙逸轩, 11月3日上午，市公司总经理宋成军、副总经理李海彬、纪检组长吴延泉、产互办经理吴华、常熟分公司总经理陈军一行前往常熟一能科技产业园洽谈5G智慧园区。 常熟一能科技产业园位于常熟国家高新技术开发区，地理位置优越，交通网络发达，致力于打造集生产研发、创新创业、展示和配套服务一体的都市型科技型产业园区。今年4月，联通、一能科技产业园双方已签署5G+智慧园区战略协议。 会上，一能科技产业园魏总对宋成军总经理一行的到来表示欢迎，介绍了产业园相关背景及现阶段建设情况，在肯定联通能力的同时希望能与联通深入合作，将5G智慧园区做深做实，打造行业标杆。 宋总表示，5G+智慧园区的成功打造，是一能产业园更高市场定位的体现，是联通5G技术综合能力及品牌实力的体现，也是将来入驻企业求新求变的基础与保障。他指出，一是要同本地政府相结合，以战略合作的方式，释放资源，与产业园合作共建，打造5G智慧园区标杆；二是苏州联通与中讯院要及时同本地对接，针对园区的功能、特点及需求，部署贴合园区特性及功能定位的5G专网，做好做精园区顶层设计及规划。 常熟联通将以本次合作为契机，以政府、联通、产业园为合作建设主体，协同园区内入驻企业，搭建政府、联通、产业园与企业四方共建、共享、共赢的合作平台，打造5G+智慧园区标杆，以高品质服务促进高质量发展。,"周四, 11/04/2021 - 09:22",新闻类别: 会议活动（外部）,/node/3454
苏州联通吴延泉组长分别与常熟农商银行、苏州通润驱动英沃电梯高管进行会谈,发布人: 冯丹妍,撰稿人: 冯丹妍, 为推进SVIP战略客户高质量渗透工作攻坚，深化与常熟本地企业的良好客情关系，推动企业间共赢合作，11月3日下午，市公司纪检组长吴延泉、常熟分公司总经理陈军一行分别与常熟农商银行、苏州通润驱动英沃电梯高管进行了会谈。首先，吴组长一行来到了常熟农商银行。常熟农商银行副行长薛文热情接待了吴组长一行，对联通服务能力以及产品质量表示肯定，同时就行里2022年的项目表示了与联通较好的合作意向，希望在未来能够与联通实现更多方面的合作，促进共同发展。吴组长表示常熟农商行是联通重要合作伙伴，联通将以高品质服务精神以及最好的状态服务常熟农商行的各项业务，并将更深层次的、全方位的推进双方合作，用联通能力助力常熟农商行数字化转型。随后，吴组长一行来到了苏州通润驱动英沃电梯。英沃董事长张力对吴组长一行的到来表示欢迎，肯定了联通SVIP客户服务，并介绍了企业目前基本情况以及数字化转型的历程。吴组长对英沃一直以来给与联通的信任与合作表示感谢，并指出通润自1954年建厂，从作坊式合作社到数字驱动企业转变有很深的积淀，双方在之前合作的基础上，可以组成专班，每月进行研讨和技术交流。最后，双方就工业互联网标识解析二级节点和能源管理系统平台需求达成初步合作意向。通过本次吴组长亲自挂帅，深入一线与常熟本地规上企业进行会谈，充分展示了 苏州联通领导以身作则的带头作用以及公司攻坚战略客户的决心，常熟联通将统一思想、凝聚战力，加强与重点战略客户及规上企业的合作，深挖商机、加快计收、颗粒归仓，冲刺蓄能、完成挑战！,"周四, 11/04/2021 - 09:28",新闻类别: 会议活动（外部）,/node/3455
常熟联通组织召开第四季度廉洁风险防控工作小组专题会议,发布人: 冯丹妍,撰稿人: 陈丹," 2021年10月29日上午在308会议室，常熟分公司召开第四季度廉洁风险防控工作小组专题会议，区（县）专职纪检员、各职能部门兼职风险防控员参加会议。会议由区（县）专职纪检员、党支部纪检委员高波同志主持。 首先，会议对三季度各部门廉洁风险防控工作落实情况进行检查、点评，各部门兼职风险防控员就工作开展情况进行汇报，重点开展了约谈、巡察共性问题自查整改、划小网格风控管理、领导干部和员工及其亲属经商办企业专项整治等工作。然后就当前公司风控工作重点,结合常熟分公司情况对下阶段工作进行了布置。 会议要求：一是针对划小网格的风控要求，整合风控管理体系，发挥网格监督员的作用；二是要求要进一步规范内部防控措施，增强岗位廉政风险防范意识，把强化制度管理与加强思想道德和党纪国法教育相结合，推进廉洁文化建设，注重家风建设，引导党员干部修身律己、廉洁齐家；三是要求下阶段开展划小工作巡查；四是对前期巡察自查整改工作收官等；最后强调临近年末各条线要提前开展盘点总结，对各项工作落实到位、发现问题整改到位，各项工作要闭环。 常熟联通将进一步落实上级公司廉洁风险防控相关工作要求，统一思想，深入开展制度化常态化建设，各部门履职尽责，落实防控，强化监督，扎实推进廉洁从业，营造风清气正的干事创业氛围，为公司实现高质量发展保驾护航。","周四, 11/04/2021 - 09:34",新闻类别: 会议活动（内部）,/node/3456
苏州联通2022校园招聘走进西交利物浦大学,发布人: 吴荣昌,撰稿人: 吴荣昌,为进一步强化5G及创新领域人才供给，抢抓苏州本地优秀高校应届毕业生资源，11月3日下午，人力资源部组织人力走进西交利物浦大学秋季校招综合会现场，开展线下招聘活动。此次西交利物浦大学秋季综合招聘会吸引力了近百余家企业参会，现场毕业生人流攒动。苏州联通2022年校园招聘岗位主要为网络维护与管理工程师、5G技术支撑、创新行业经理、创新项目经理等，联通展台边，诸多通信工程、多媒体通信等计算机相关专业优秀西浦毕业生驻足了解，投递简历。人力资源部工作人员认真向毕业生们介绍苏州联通企业文化、招聘岗位要求、工作场景和公司对校招大学生青年人才培养成长等。招聘会现场共收集有效简历近30份，其中硕士研究生占比95%以上。11月26日，苏州联通本地线下自主招聘专场将走进苏州科技大学。,"周四, 11/04/2021 - 11:11",新闻类别: 会议活动（内部）,/node/3458
苏州联通副总经理王筱与台骏国际租赁有限公司、金龙联合汽车工业（苏州）有限公司分别进行会谈,发布人: 吴静文,撰稿人: 丁林莉,    为强化落实SVIP战略客户高质量渗透工作攻坚，11月3日下午，苏州联通副总经理王筱先后赴园区SVIP名单客户台骏国际租赁有限公司和金龙联合汽车工业（苏州）有限公司两家企业拜访会谈。工业园区分公司政企总监时晶莹等人陪同拜访。    首先王总一行至台骏国际租赁有限公司与亚太区信息规划部邱挺晏总经理及相关人员进行会谈，邱总对王筱总一行的到来表示了感谢，并对联通的国际业务、交付能力等给予了肯定。王总表示，双方不仅可以在工作手机、专线等传统业务有合作，还可以结合物联网和大数据技术在信用验证及运营监控领域进一步加深合作，共拓未来。    接着，王筱副总经理与金龙联合汽车工业（苏州）有限公司党委书记王新亮进行了交流。王书记指出，长期以来，联通一直积极协同推进厂区各项工作发展，接下来希望双方共同发挥资源优势，携手推动金龙厂区信息化、数字化建设。王筱总表示将以联通5G、物联网、大数据等创新技术为依托，针对金龙厂区内的水、电、气能耗情况进行监控和动态管理，共同探索5G+工业互联网发展新模式，助力金龙数字化转型。最后王总邀请王书记一行参观苏州联通信息消费体验中心，直观了解联通5G+工业互联网建设能力。    冲刺蓄能，完成挑战！本次王筱总带头干、亲自干，奔赴规上企业洽谈最前线，充分展示了苏州联通攻坚重点战略客户的决心和意志，起到了上行下效的重要引导作用。工业园区分公司也将上下一心、全力以赴，围绕重点战略客户及规上企业，提振精气神，全员加速度，坚持高质量发展，为苏州公司完成2021年挑战目标贡献园区力量！,"周四, 11/04/2021 - 14:10",新闻类别: 会议活动（外部）,/node/3459
苏州联通李海彬副总经理赴常熟分公司调研指导,发布人: 冯丹妍,撰稿人: 冯丹妍, 11月3日下午，市公司李海彬副总经理前往常熟分公司就宽带发展及网络覆盖等问题进行调研指导。常熟分公司业务总监张志伟、平辉，网络中心小CEO、公众营服小CEO等参加调研。 会上，李总在了解常熟产业结构、人口结构、宽带覆盖情况的基础上，以公众沿江营服为切入点，与常熟分公司参会人员共同探讨了宽带覆盖部署及如何形成小连片覆盖，并分老旧小区、别墅、沿街商铺等细分场景，研究如何通过加强前后台联动等措施提高宽带覆盖及发展。 最后，李总对常熟宽带发展提出了要求，一是按照统一部署12月底前要完成宽带覆盖资源摸查工作，将覆盖不到位、已拆除的进行重新覆盖；新国标小区100%建设，乡镇宽带覆盖要形成连片。二是针对三层楼的独栋小区场景，可参照山东的FTTR成功经验来研究试点。三是要组建好宽带销售队伍，探索更小的划片承包概念。 常熟分公司将以“严实精细快”的工作作风加强前后台联动，加快宽带覆盖，提升渠道能力，真抓实干，全面发力宽带市场，冲刺蓄能，完成挑战！,"周四, 11/04/2021 - 14:16",新闻类别: 会议活动（内部）,/node/3462
江苏联通施巍巍副总经理一行赴太仓娄江新城及德企考察交流,发布人: 王晓晨,撰稿人: 王晓晨,    为积极推动区县“点亮规上、突破千企”政企业务更上台阶，立足通过政府、各类行业协会、行业生态突破，突出联通核心能力，加强与本地大型企业的深度紧密合作，11月4日，江苏联通副总经理施巍巍、联通数科工业互联网BU总经理王延红、江苏联通政企BG副总经理曲扬、江苏联通工业互联网总监徐成杰、联通数科物联网事业部运营经理陈驹洲、苏州联通副总经理王筱、太仓联通分公司总经理赵剑毅等领导一行前往太仓重点板块娄江新城进行参观交流，太仓市副市长王莉萍、太仓市工信局、太仓市商务局、太仓市招商局、娄江新城建设指挥部、太仓欧商投资企业协会等领导相关领导全程陪同接待。    在太仓娄江新城规划展示馆，王莉萍副市长亲自向施总一行介绍太仓基本情况，详细介绍了娄江新城的区位优势、发展机遇、规划理念以及中德合作、智能装备、航空航天、生物医药、西北工业大学、西交利物浦大学、瑞金医院等重点产业和重大项目的发展建设情况。随后双方领导在展馆会客厅进行了融洽友好的会谈。    座谈会上，施总向对王莉萍副市长等政府领导介绍了中国联通、联通数科的基本情况，详细讲解了江苏联通在新基建、网络规划建设、基础通信服务、国际业务、创新业务、5G工业互联网能力及典型案例，并表示在太仓企业智改数转、对德企业合作、沪苏同城等方面江苏联通将提供更加优质的服务，更好的融入赋能。同时也希望能与政府联手共同合作推进区域级边缘计算、5G专网等新型通信基础建设，打造更好的营商环境，提供更优质的服务，助力地方经济发展。最后王莉萍副市长对联通公司积极参与地方经济发展及城市建设，深化对德服务，为企业转型级赋能助力表示欢迎和肯定，希望今后联通公司不断提供更加全面优质的专业服务助力太仓发展，并要求与会的市工信、商务、招商等局办就相关议题积极对接，推进细化深度合作。    随后。施总一行又马不停蹄赶往太仓德企爱科空气处理技术有限公司，与该公司CFO、IT总监、生产部经理等就企业基本情况，数字化需求及规划，售前可视化选型、整机零部件溯源、人员合规生产、工厂能耗优化等应用场景进行了深入交流，并到车间现场详细了解情况。   太仓分公司将以此次领导拜访为契机，上下一心，全力以赴，强化政府互动，深耕企业市场，冲刺蓄能，完成挑战！,"周五, 11/05/2021 - 09:58",新闻类别: 会议活动（内部）,/node/3463
江苏联通施巍巍副总经理一行赴常熟考察交流,发布人: 冯丹妍,撰稿人: 冯丹妍, 11月4日，省公司副总经理施巍巍率队来常，深入常熟本地创新中心及企业，实地调研规上企业智改数转情况，深化与本地政府、企业合作关系，共建数字政府及数字工业，推动区县“点亮规上、突破千企”。联通数科工业互联网BU总经理王延红，江苏联通政企BG总经理曲扬、江苏联通工业互联网总监徐成杰、联通数科物联网事业部运营经理陈驹洲、苏州联通总经理宋成军、苏州联通副总经理王筱、苏州联通产互办主任吴华、常熟联通总经理陈军等陪同调研。 首先，施总一行来到董浜镇，参观了董浜创新中心，调研了友邦散热器智转数改工作，董浜镇党委书记朱晓峰热情接待了施总一行，并围绕董浜镇产业向智能化、数字化、网络化方向转型升级做了详细介绍。 随后，施总一行来到中国500强企业波司登控股集团，走进波司登智能制造生产基地及智能配送中心详细了解羽绒服智能制造改造升级和工业互联网平台解决方案。波司登集团高德康董事长对联通公司积极参与波司登智能化转型升级表示欢迎及肯定，希望接下来能进一步加强与联通合作，运用5G及相关创新技术助力企业全面供应链协同管理体系，实现快速生产、拉式补货，为“百年品牌，千亿梦想”战略目标提供支撑保障。施总介绍了中国联通及联通数科的基本情况，详细介绍了江苏联通在5G工业互联网能力及在纺织服装领域的典型案例，并表示江苏联通将更深入的参与到波司登智能化升级改造中，助力波司登打造更优质的行业核心竞争力。 11月5日，施总一行来到常熟分公司，与分公司班子、政企小CEO、客户经理等就政企业务如何营销组织、划小系统使用、规上拜访等展开了深入交流。座谈会上，常熟分公司总经理陈军介绍了常熟及常熟分公司基本情况，并聚焦规上企业、数字政府、数字工业及划小推进详细介绍了政企线重点工作部署。施总对常熟分公司的努力和取得的成绩表示充分肯定，他指出，一是运用好划小系统，划小运用是方法论，要关注收入、成本及时间价值，统一公司员工思想；二是充实一线力量，优化政企线人员数量、质量及结构，分兵把守，强壮区县能力；三是关注工业规上，对常熟分公司“头部带动、板块带动、行业带动、人才带动”的理念表示认可，希望常熟分公司在此基础上以智改数转为敲门砖，占领高地，打造标杆，向全省输出更好的作品。 志之所趋，无远弗届。常熟分公司将以此次调研为起点，聚焦智改数转，打造行业标杆，收好官、开好局，冲刺蓄能，奋力完成新挑战！,"周五, 11/05/2021 - 15:46",新闻类别: 会议活动（内部）,/node/3464
张家港联通开展2021年道路交通安全教育培训,发布人: 陈莹,撰稿人: 陈莹, 为进一步加强公司员工的道路交通安全意识，提高遵守道路交通法规的自觉性，11月4日，张家港联通特别邀请了所在辖区的交警城郊中队李警官，在公司多功能厅组织开展了道路交通安全教育培训。公司专职驾驶员、各部门因公用车及自驾人员共约60人参加了本次培训。 培训中，李警官首先带大家学习和温故了道路交通标识图和常见的禁令标志，提醒大家在驾车过程中规范按章驾驶。随后，她通过播放发生在张家港且大家都熟悉的交通路口路段的真实事故案例，向大家讲解了机动车酒后驾驶、违法停车、不礼让斑马线等不文明交通违法行为造成的危害和后果。结合11月新规，她还重点讲解了驾乘汽车系安全带的重要性和必要性，提醒大家要充分认识到行驶过程中有可能面临的各种风险，时刻绷紧安全防护弦，自觉抵制交通陋习和不文明交通行为，严格遵守道路交通安全法律法规，文明驾驶，安全出行。   此次道路交通安全培训，增强了大家交通安全的“红线”意识，大家纷纷表示，在今年的驾车出行中，一定要遵章守法，关爱自己，守护安全，预防和避免各类交通事故的发生。,"周五, 11/05/2021 - 16:47",新闻类别: 会议活动（内部）,/node/3465
省公司党委委员、副总经理施巍巍一行赴苏州市分公司调研,发布人: 徐可,撰稿人: 政企部  戚颖,11月4日-11月5日，省公司党委委员、副总经理施巍巍，政企BG常务副总裁曲扬，工业互联网BU总经理徐成杰，联通数科物联网事业部工业互联网BU总经理王延红，联通数科物联网事业部运营经理陈驹洲一行赴苏州联通，通过实地参观、客户拜访、听取汇报及座谈交流等方式，对苏州点亮规上、突破千企工作进行深入调研指导。  施总一行先后前往太仓娄江新城规划展示馆、太仓德企爱科空气处理技术有限公司、常熟董浜创新中心、中国500强企业波司登控股集团参观交流。在与太仓王莉萍副市长、常熟董浜朱晓峰书记等政府领导交流中，施总介绍了中国联通、联通数科的基本情况，详细讲解了江苏联通新基建、网络规划建设、基础通信服务、国际业务、创新业务、5G工业互联网能力及典型案例，希望能与政府联手共同合作推进区域级边缘计算、5G专网等新型通信基础建设，打造更好的营商环境，提供更优质的服务，助力地方经济发展。在与企业高层交流中，施总详细了解了企业智能制造改造升级和工业互联网平台解决方案，并表示江苏联通将更深入的参与到企业各类应用场景的智能化升级改造中，助力企业打造更优质的行业核心竞争力。  客户拜访交流结束后，施总一行马不停蹄来到常熟分公司，与分公司班子、政企小CEO、客户经理等就政企业务如何营销组织、划小系统使用、规上拜访等展开了深入交流。施总对常熟分公司“头部带动、板块带动、行业带动、人才带动”的理念表示认可，希望常熟分公司在此基础上以智改数转为敲门砖，占领高地，打造标杆，向全省输出更好的作品。 随后，施总一行立即组织苏州市分政企BG总监及以上人员座谈交流。苏州政企部就当前经营情况、规上企业、工业互联网、5G扬帆及物联网重点工作进行了专题汇报。业务一线总监也就各自业务拓展中的痛点、难点与领导做了相关汇报。徐成杰总监对苏州工业互联网拓展工作提出了共同目标-全力以赴打造苏州标杆；曲扬总对苏州提出的问题现场给予了回复解答，进一步增强了苏州信心。  施总对苏州政企客户拓展和服务、标杆客户拓展表示认可，并从内外部环境、聚焦能力、队伍建设与当前重点工作等方面给予了方向、方法的指导：一是对外要找准定位，扬长避短；对内要找到发力点，找准资源投入；二是客情与商机能力要双轮驱动，做好长期能力的研究与决策安排，聚焦核心价值作为工作的支点和起点；三围绕队伍建设规划，通过内部集结、系统内招聘、校园招聘、社会招聘等多种方式，人员配置要尽快到位；四是在“城市管理”、“工业和规上”、“国际业务”、“收入结构”四项当前重点，要做出苏州标杆，省市联动，在改善收入结构上，要增加对云大物产品的研究和投入。希望苏州抓住时间将收入做扎实、将合同储备、商机储备能力做扎实，保障今年收官并为明年打好基础。 最后，苏州市分公司总经理宋成军表态发言，感谢省分领导对苏州的肯定与支持，苏州政企长期保持战斗状态，通过划小系统全面上线，更加形成了比学赶超的良好态势，苏州也将持续发扬奋勇争先精神，围绕政府市场、企业市场、楼宇市场、离岸市场、校园市场，尽快输出苏州样本、苏州经验，奋力形成突破！,"周五, 11/05/2021 - 21:13",新闻类别: 会议活动（内部）,/node/3466
“传承红色基因，汲取奋进力量”吴江联通分工会开展主题观影活动,发布人: 李乃娟,撰稿人: 郑娟,为丰富员工及员工家属精神文化生活，提升队伍凝聚力与战斗力，在中华人民共和国72周年华诞之际，弘扬抗美援朝保家卫国精神，铭记伟大胜利，致敬英雄先辈，吴江联通分工会组织公司全体员工观看爱国题材电影《长津湖》。影片长达3个小时，讲述了抗美援朝战争中发生在长津湖地区的一场惨烈战役。中国人民志愿军在装备差、补给不足、极寒严酷的环境下，凭着钢铁意志和英勇无畏的战斗精神，与武器装备世界一流、战功显赫的美军第10军进行了一场殊死搏斗，创造了抗美援朝战争中全歼美军一个整团的纪录，一举扭转了战场态势，打出了中华人民共和国军威国威的故事。无论是在战争中被活活冻死还依旧保持战备状态的战士，还是仅剩一人也要用自己的生命守住阵地的战士，还是用自己的身躯搬运美军信号弹被活活疼死的战士，还是在战争中每个毫无畏惧、奋勇向前的战士，他们都体现了中国军人炽烈的爱国情怀，诠释了中国军人伟大的抗战精神。“哪有岁月静好，只不过有人负重前行。”观影结束后，全体干部职工以革命先辈的英雄事迹为榜样，不断增强作为新时代建设者的责任感和使命感，传承红色基因，砥砺奋进、担当作为，立足本职岗位，用实际行动诠释初心使命，为公司高质量发展添砖加瓦。,"周一, 11/08/2021 - 08:55",新闻类别: 会议活动（外部）,/node/3467
苏州联通综合代维劳动技能竞赛圆满落幕,发布人: 韩吉人,撰稿人: 苏州市网络本部成本管控网运专业网格--韩吉人, 2021年11月6日，苏州联通一年一度的综合代维劳动技能竞赛圆满落幕。本届技能竞赛历时1天，共分为基站、线路、安全理论考试，基站、线路实际操作考试。与历届比赛不同的是，本次竞赛联通基站和线路专业自有员工也参与比赛。 苏州联通网路线顾颖华，陈骁两位经理主动参与此次技能竞赛，并实时监督考场、考察选手。随着八点半的一声哨响，比赛正式开始。理论考试现场鸦雀无声，大家奋笔疾书。线路实操现场，参赛选手开缆、熔纤、盘纤、封包等操作一气呵成，基站实操选手BIRD驻波比测试仪操作娴熟，馈线头制作、防水等工艺完美，裁判员坚持原则，公正无私，严肃认真。在比赛中大家团结一心，互相帮助，默契配合，努力拼搏，展现了苏州联通的良好风貌。  经过一天的角逐，本次技能竞赛共决出团体奖4名，线路个人奖7名，基站个人奖7名，安全个人奖5名，联通鼓励奖55名。此次比赛本着“以理论为基础，以实战操作为依据，以战代练”原则，通过比赛检验了代维人员的专业操作水平，充分调动一线员工的积极性，增强了县区公司和代维公司的凝聚力及团队合作力，营造比、学、赶、帮、超的学习氛围，为苏州联通高质量发展保驾护航。,"周一, 11/08/2021 - 10:37",新闻类别: 会议活动（内部）,/node/3468
苏州联通徐伟斌副总经理赴昆山分公司调研指导,发布人: 陆群芳,撰稿人: 孙雪晨, 11月5日下午，苏州联通徐伟斌副总经理、渠道中心于志国经理一行至昆山分公司开展公众渠道调研工作，昆山分公司王俊健副总经理、营销部顾静经理、KA营服主任姚杰陪同。  首先，徐总一行现场走访吾悦广场、世贸广场核心商圈，对核心代理商渠道拓展进行现场调研，交流shopping mall战略布局。徐总表示渠道稳盘，优化战略布局，发挥核心代理商终端资源，渠道提能拓点，竞速攻坚。 随后来到兵希同丰路营业厅，与代理商、营业员深入交流。重点聚焦千兆引领提升千兆搭载率，满卡行动提升高套三融，细化高值+金融包装。详细了解强商强店激励穿透落实情况，激励到营业员、厂家促销员，提升产能。营业厅结合手机大减价，运用比算单、四步法促成交。量质构效发展，坚决推进销售转型，高质量发展提升融合业务。  昆山分公司将再接再厉，全力冲刺蓄能，完成挑战！,"周一, 11/08/2021 - 14:51",新闻类别: 会议活动（外部）,/node/3470
百日竞赛 点亮规上 政企线召开规上企业专项营销竞赛再推进会,发布人: 唐春芳,撰稿人: 马晓浔,    按照集团、省分公司年中工作会议要求，9月政企线组织开展了“百日竞赛 点亮规上”专项营销竞赛活动。作为商企名单制管理的重要抓手，11月8日，政企线召开专题会议，就竞赛各项要求再推进、再落实。公司党委书记、总经理宋成军、副总经理王筱出席会议。吴中、相城、姑苏营销中心、政企部、产互办相关人员现场参会，其余区县分公司总经理及相关人员通过视频会议形式参会。    “规上企业是公司的未来，是收官的压舱石，更是明年开局的利器”会上，宋总首先强调了做好规上企业营销的重要意义。随后又从方法论的角度就如何开展好本次营销竞赛作重要工作指示。    政企部商企中心围绕“营销工作五步法”就本次专项营销竞赛进行了宣贯，再次明确了目标、措施、组织、管控及奖罚等五个方面的内容。    会上，王筱副总经理指出，要以“严实精细快”的工作作风推进各项工作落实落地；区县公司要尽快明确主责管理人员；条线上下要依靠数字管理工具对销售组织、销售行为进行精细化、系统化管理。       百日竞赛，点亮规上。政企线将一如既往以高质量发展为主线，以追求精细的销售组织，以追求极致的业务推广，通过基座创新业务、工业互联网、5G、双线、国际业务等重点产品，分类施策、分阶段推进，实现规上企业规模点亮。,"周二, 11/09/2021 - 09:16",新闻类别: 会议活动（内部）,/node/3485
“冲刺蓄能 完成挑战”指挥调度会（第6周）,发布人: 张琦,撰稿人: 张琦,  11月8日晚18：00，苏州市分公司召开“冲刺蓄能 完成挑战”指挥调度会（第6周）。会议由徐伟斌副总经理主持。公司领导班子、市分与区县分公司小CEO及以上人员参加会议。  会上，财务部通报了财务状况、市场部、政企部分别通报了近期经营情况，党群部通报满意度调查反馈情况。  随后，戴永康副总经理、吴延泉组长以及徐伟斌副总经理就微信微博账号清理、智家工程师队伍扩招、舆情防控、5G登网情况、党风廉政建设、小微直销经理队伍建设、数字乡村、千兆引领、工会等工作进行了部署。   戴永康副总经理指出以下三点要求：   1.关于微信微博账号的清理，公司注册和个人注册，按照流程把将清理工作彻底。各个部门自己动手在微信、微博、抖音里面查找关键字，尽快排查。   2.关于智家工程师的招聘，本月要完成30个人，总数要达到150个，满足人数的同时优化调整智家工程师队伍。   3.关于员工5G手机开启5G功能的工作，完成情况并不理想。需要各区县部门对照网络部通报的完成情况，进一步做好员工的完成和开通。   吴延泉组长提出：   1.关于满意度调查，第二次满意度调查，主要问题是工会活动和谈心谈话。要求大家耐心、认真做好谈心谈话，谈心谈话是我们跟员工沟通的渠道。   2.纪委组织乡村振兴的专项资金检查，包含社会扶贫和数字乡村，社会扶贫消费已完成，由市场部牵头数字乡村情况，由纪检组完成抽查。   3.党风廉政建设，党风党建廉政建设，要求区县分公司做好之前布置的工作。   最后，徐伟斌副总经理对以下工作进行部署：   1.请姑苏区和吴中加快小微直销进度，高新区进度偏慢；   2.高值营销方面，表扬高新区和园区，进展有效，发挥了社会直销渠道的力量，需要全条线全触点来推进。   3.强调千兆引领、满卡行动，取得了一定的效果，要继续推进，对于一些困难小区，要相信我们网络升级速度，对于千兆引领要坚决，满卡行动通报到人到门店，进一步提升满卡行动。   4.宽带提速加上沃家组网，是入户场景最需要的动作，宽带组网营销期间，要做好风控，发挥好中台的作用。   5.数字乡村的部署，有150个村的签约任务，数字签约方面、部署方面、用户渗透方面，要求加大督办的考核力度。   6.对智慧社区的签约的进度需要加快。   7.强商强店，对标拉齐。   8.对相关人员就进行培训、考核、激励穿透，提升能力，包括终端销售能力。   9.通过单宽转融和割接，加上中台能力建设，来贯通流程。   统一思想，统一行动，苏州分公司将以“严实精细快”的工作作风，冲刺蓄能、完成挑战，在年底完美收官。,"周二, 11/09/2021 - 09:35",新闻类别: 周例会,/node/3486
